Newly Diagnosed Diabetes; Total (Total); Adults Aged 20+ Years; Crude Number; U.S. Counties; 2018,,,,,
Data downloaded on 16-May-2023,,,,,
County,State,CountyFIPS,Number,Lower Limit, Upper Limit
Guaynabo Municipio,Puerto Rico,72061,No Data,No Data,No Data
Guayanilla Municipio,Puerto Rico,72059,No Data,No Data,No Data
Guayama Municipio,Puerto Rico,72057,No Data,No Data,No Data
Guánica Municipio,Puerto Rico,72055,No Data,No Data,No Data
Florida Municipio,Puerto Rico,72054,No Data,No Data,No Data
Fajardo Municipio,Puerto Rico,72053,No Data,No Data,No Data
Dorado Municipio,Puerto Rico,72051,No Data,No Data,No Data
Culebra Municipio,Puerto Rico,72049,No Data,No Data,No Data
Corozal Municipio,Puerto Rico,72047,No Data,No Data,No Data
Comerío Municipio,Puerto Rico,72045,No Data,No Data,No Data
Coamo Municipio,Puerto Rico,72043,No Data,No Data,No Data
Cidra Municipio,Puerto Rico,72041,No Data,No Data,No Data
Ciales Municipio,Puerto Rico,72039,No Data,No Data,No Data
Ceiba Municipio,Puerto Rico,72037,No Data,No Data,No Data
Cayey Municipio,Puerto Rico,72035,No Data,No Data,No Data
Cataño Municipio,Puerto Rico,72033,No Data,No Data,No Data
Carolina Municipio,Puerto Rico,72031,No Data,No Data,No Data
Canóvanas Municipio,Puerto Rico,72029,No Data,No Data,No Data
Camuy Municipio,Puerto Rico,72027,No Data,No Data,No Data
Caguas Municipio,Puerto Rico,72025,No Data,No Data,No Data
Cabo Rojo Municipio,Puerto Rico,72023,No Data,No Data,No Data
Bayamón Municipio,Puerto Rico,72021,No Data,No Data,No Data
Barranquitas Municipio,Puerto Rico,72019,No Data,No Data,No Data
Barceloneta Municipio,Puerto Rico,72017,No Data,No Data,No Data
Arroyo Municipio,Puerto Rico,72015,No Data,No Data,No Data
Arecibo Municipio,Puerto Rico,72013,No Data,No Data,No Data
Añasco Municipio,Puerto Rico,72011,No Data,No Data,No Data
Aibonito Municipio,Puerto Rico,72009,No Data,No Data,No Data
Aguas Buenas Municipio,Puerto Rico,72007,No Data,No Data,No Data
Aguadilla Municipio,Puerto Rico,72005,No Data,No Data,No Data
Aguada Municipio,Puerto Rico,72003,No Data,No Data,No Data
Adjuntas Municipio,Puerto Rico,72001,No Data,No Data,No Data
Bedford City,Virginia,51515,No Data,No Data,No Data
Shannon County,South Dakota,46113,No Data,No Data,No Data
Wrangell-Petersburg Census Area,Alaska,2280,No Data,No Data,No Data
Wade Hampton Census Area,Alaska,2270,No Data,No Data,No Data
Skagway-Hoonah-Angoon,Alaska,2232,No Data,No Data,No Data
Prince of Wales - Outer Ketchikan,Alaska,2201,No Data,No Data,No Data
Loving County,Texas,48301,Suppressed,Suppressed,Suppressed
Kalawao County,Hawaii,15005,Suppressed,Suppressed,Suppressed
Arthur County,Nebraska,31005,Suppressed,Suppressed,Suppressed
Blaine County,Nebraska,31009,Suppressed,Suppressed,Suppressed
Hooker County,Nebraska,31091,Suppressed,Suppressed,Suppressed
Mcpherson County,Nebraska,31117,Suppressed,Suppressed,Suppressed
Logan County,Nebraska,31113,Suppressed,Suppressed,Suppressed
King County,Texas,48269,Suppressed,Suppressed,Suppressed
Grant County,Nebraska,31075,Suppressed,Suppressed,Suppressed
Kenedy County,Texas,48261,Suppressed,Suppressed,Suppressed
Borden County,Texas,48033,Suppressed,Suppressed,Suppressed
Clark County,Idaho,16033,Suppressed,Suppressed,Suppressed
Hayes County,Nebraska,31085,Suppressed,Suppressed,Suppressed
Petroleum County,Montana,30069,Suppressed,Suppressed,Suppressed
Harding County,South Dakota,46063,Suppressed,Suppressed,Suppressed
Wheeler County,Nebraska,31183,Suppressed,Suppressed,Suppressed
Billings County,North Dakota,38007,Suppressed,Suppressed,Suppressed
Slope County,North Dakota,38087,Suppressed,Suppressed,Suppressed
Campbell County,South Dakota,46021,Suppressed,Suppressed,Suppressed
Jones County,South Dakota,46075,Suppressed,Suppressed,Suppressed
Mcmullen County,Texas,48311,Suppressed,Suppressed,Suppressed
Harding County,New Mexico,35021,Suppressed,Suppressed,Suppressed
Carter County,Montana,30011,Suppressed,Suppressed,Suppressed
Hinsdale County,Colorado,8053,Suppressed,Suppressed,Suppressed
Greeley County,Kansas,20071,Suppressed,Suppressed,Suppressed
Thomas County,Nebraska,31171,Suppressed,Suppressed,Suppressed
Yakutat City and Borough,Alaska,2282,Suppressed,Suppressed,Suppressed
Mineral County,Colorado,8079,Suppressed,Suppressed,Suppressed
San Juan County,Colorado,8111,Suppressed,Suppressed,Suppressed
Prairie County,Montana,30079,Suppressed,Suppressed,Suppressed
Kidder County,North Dakota,38043,Suppressed,Suppressed,Suppressed
Skagway Municipality,Alaska,2230,Suppressed,Suppressed,Suppressed
Sioux County,Nebraska,31165,Suppressed,Suppressed,Suppressed
Keya Paha County,Nebraska,31103,Suppressed,Suppressed,Suppressed
Wallace County,Kansas,20199,Suppressed,Suppressed,Suppressed
Terrell County,Texas,48443,Suppressed,Suppressed,Suppressed
Golden Valley County,Montana,30037,Suppressed,Suppressed,Suppressed
Daggett County,Utah,49009,Suppressed,Suppressed,Suppressed
Loup County,Nebraska,31115,Suppressed,Suppressed,Suppressed
Roberts County,Texas,48393,Suppressed,Suppressed,Suppressed
Bristol Bay Borough,Alaska,2060,Suppressed,Suppressed,Suppressed
Esmeralda County,Nevada,32009,Suppressed,Suppressed,Suppressed
Banner County,Nebraska,31007,Suppressed,Suppressed,Suppressed
Stanton County,Kansas,20187,Suppressed,Suppressed,Suppressed
Denali Borough,Alaska,2068,Suppressed,Suppressed,Suppressed
Mccone County,Montana,30055,Suppressed,Suppressed,Suppressed
Haakon County,South Dakota,46055,Suppressed,Suppressed,Suppressed
Garden County,Nebraska,31069,Suppressed,Suppressed,Suppressed
Sully County,South Dakota,46119,Suppressed,Suppressed,Suppressed
Sheridan County,North Dakota,38083,Suppressed,Suppressed,Suppressed
Garfield County,Nebraska,31071,Suppressed,Suppressed,Suppressed
Miner County,South Dakota,46097,Suppressed,Suppressed,Suppressed
Rock County,Nebraska,31149,Suppressed,Suppressed,Suppressed
Oliver County,North Dakota,38065,Suppressed,Suppressed,Suppressed
Wayne County,Utah,49055,Suppressed,Suppressed,Suppressed
Sherman County,Oregon,41055,Suppressed,Suppressed,Suppressed
Camas County,Idaho,16025,Suppressed,Suppressed,Suppressed
Irion County,Texas,48235,Suppressed,Suppressed,Suppressed
Alpine County,California,6003,Suppressed,Suppressed,Suppressed
Jackson County,Colorado,8057,Suppressed,Suppressed,Suppressed
Kiowa County,Colorado,8061,Suppressed,Suppressed,Suppressed
Kent County,Texas,48263,Suppressed,Suppressed,Suppressed
Treasure County,Montana,30103,10.1,5.3,17.5
Comanche County,Kansas,20033,10.2,5,18.9
Lane County,Kansas,20101,10.3,5,19.5
Rich County,Utah,49033,10.3,4.7,20.5
Wibaux County,Montana,30109,10.4,4.8,19.8
Powder River County,Montana,30075,10.8,4.8,19.2
Golden Valley County,North Dakota,38033,10.8,5.8,17.1
Wheeler County,Oregon,41069,10.8,5,21.5
Armstrong County,Texas,48011,11,4.4,22
Glasscock County,Texas,48173,11.1,3.6,28.6
Dundy County,Nebraska,31057,11.3,6.4,18.7
Burke County,North Dakota,38013,11.3,6.8,18.7
Sterling County,Texas,48431,11.3,4.2,24.7
Sedgwick County,Colorado,8115,11.4,5.1,22.2
Sheridan County,Kansas,20179,11.8,5,22.8
Hyde County,South Dakota,46069,11.8,4.7,24.7
Logan County,North Dakota,38047,12,6.7,18.8
Wichita County,Kansas,20203,12.1,7,18.8
Garfield County,Montana,30033,12.1,6,21.6
Daniels County,Montana,30019,12.2,7,20.8
Faulk County,South Dakota,46049,12.2,5.8,23.1
Divide County,North Dakota,38023,12.3,6.9,20.7
Towner County,North Dakota,38095,12.3,6.7,20.6
Judith Basin County,Montana,30045,12.4,6.5,20.3
Wheatland County,Montana,30107,12.4,6.4,22.9
Rush County,Kansas,20165,12.7,6.9,20.8
Niobrara County,Wyoming,56027,13,6.8,21.5
Greeley County,Nebraska,31077,13.1,8,20.2
Buffalo County,South Dakota,46017,13.1,8.9,18.8
Stonewall County,Texas,48433,13.1,3.7,30.4
Issaquena County,Mississippi,28055,13.2,6.3,29
Deuel County,Nebraska,31049,13.2,7.1,22.1
Adams County,North Dakota,38001,13.2,6.9,22.1
Piute County,Utah,49031,13.4,6.8,22.8
Fallon County,Montana,30025,13.5,6.3,24.8
Perkins County,Nebraska,31135,13.6,8.4,21
Eddy County,North Dakota,38027,13.6,8,21.8
Rawlins County,Kansas,20153,13.7,6.4,28.3
Gosper County,Nebraska,31073,13.8,7.1,25.6
Oldham County,Texas,48359,13.8,5.4,33
Clark County,Kansas,20025,13.9,6.7,26.3
De Baca County,New Mexico,35011,13.9,7,24.3
Renville County,North Dakota,38075,13.9,6.5,24.4
Gilliam County,Oregon,41021,13.9,7.1,25.7
Boyd County,Nebraska,31015,14,8.3,21.3
Frontier County,Nebraska,31063,14,8.4,21.2
Cottle County,Texas,48101,14.1,4.7,36.3
Perkins County,South Dakota,46105,14.2,8,23.5
Hettinger County,North Dakota,38041,14.4,6.6,26.9
Steele County,North Dakota,38091,14.4,8,24
Garfield County,Washington,53023,14.7,10.4,19.8
Dolores County,Colorado,8033,14.8,6.8,28.5
Worth County,Missouri,29227,14.9,5.6,35.4
Meagher County,Montana,30059,14.9,7.1,26
Harmon County,Oklahoma,40057,15.1,7.8,38.2
Motley County,Texas,48345,15.1,5.9,29.2
Lincoln County,Kansas,20105,15.4,7.1,29.2
Pawnee County,Nebraska,31133,15.5,10.1,23.4
Briscoe County,Texas,48045,15.5,6.2,34.2
Throckmorton County,Texas,48447,15.6,6.8,31
Butte County,Idaho,16023,15.8,7.7,27.4
Smith County,Kansas,20183,15.8,7.8,29.3
Haines Borough,Alaska,2100,16.2,9.7,24.9
Taliaferro County,Georgia,13265,16.4,10.1,27.9
Hanson County,South Dakota,46061,16.5,6.7,38.9
Haskell County,Kansas,20081,16.6,8.7,27.8
Lake and Peninsula Borough,Alaska,2164,16.9,9.1,28.2
Keweenaw County,Michigan,26083,16.9,6.7,36.3
Pierce County,North Dakota,38069,17,9.6,29.1
Cimarron County,Oklahoma,40025,17,6,37.5
Sherman County,Nebraska,31163,17.2,10.4,27.9
Hodgeman County,Kansas,20083,17.3,9,30.7
Cheyenne County,Colorado,8017,17.4,8,32.5
Morton County,Kansas,20129,17.4,9.9,29.5
Hoonah-Angoon Census Area,Alaska,2105,17.5,10.5,28.6
Hitchcock County,Nebraska,31087,17.5,11.5,25.3
Cochran County,Texas,48079,17.8,7,35.5
Edwards County,Texas,48137,17.8,8.2,35.4
Potter County,South Dakota,46107,18,9.2,32.2
Mellette County,South Dakota,46095,18.1,12.4,24.6
Hidalgo County,New Mexico,35023,18.4,8.4,35.6
Collingsworth County,Texas,48087,18.4,8.4,38.4
Ellis County,Oklahoma,40045,18.5,9.3,32.8
Hand County,South Dakota,46059,18.5,9.1,34.6
Cheyenne County,Kansas,20023,18.6,9.9,30.4
Edmunds County,South Dakota,46045,18.6,10.3,30.9
Ouray County,Colorado,8091,18.7,9.8,37.2
Lamoure County,North Dakota,38045,18.7,11.5,29.9
Liberty County,Montana,30051,18.8,9.4,35
Foster County,North Dakota,38031,18.8,10.2,29.8
Graham County,Kansas,20065,19,11.7,28.5
Franklin County,Nebraska,31061,19,11.2,30.6
Culberson County,Texas,48109,19,6.8,37.1
Crane County,Texas,48103,19.1,8.3,49.1
Chautauqua County,Kansas,20019,19.2,11.1,30.4
Decatur County,Kansas,20039,19.3,10.2,31.2
Eureka County,Nevada,32011,19.4,8.6,34.6
Grant County,North Dakota,38037,19.4,12.5,29.3
Norton City,Virginia,51720,19.4,10.2,42.8
Nance County,Nebraska,31125,19.5,12.2,29.8
Bowman County,North Dakota,38011,19.5,10,33.7
Mcpherson County,South Dakota,46089,19.7,9.8,35.4
Harper County,Oklahoma,40059,19.9,7.8,42.3
Mcintosh County,North Dakota,38051,20.1,12,31.1
Robertson County,Kentucky,21201,20.3,9.9,34.9
Sutton County,Texas,48435,20.4,8.9,44.4
Adams County,Iowa,19003,20.5,10,39.1
Chase County,Kansas,20017,20.5,9.3,39.3
Jeff Davis County,Texas,48243,20.7,10.2,40.1
Sargent County,North Dakota,38081,20.8,12.5,33
Sheridan County,Montana,30091,20.9,12.4,32.3
Catron County,New Mexico,35003,21.2,11.9,35.2
Deuel County,South Dakota,46039,21.2,12.2,34.6
Custer County,Colorado,8027,21.3,12.3,34.8
Jewell County,Kansas,20089,21.5,12.7,33.7
Union County,New Mexico,35059,21.5,10.4,40.9
Beaver County,Utah,49001,21.5,11,38.3
Douglas County,South Dakota,46043,21.6,10.3,38.9
Quitman County,Georgia,13239,21.7,13.2,34.8
Ness County,Kansas,20135,21.7,13.1,32.6
Wrangell City and Borough,Alaska,2275,21.9,13.5,38.9
Webster County,Georgia,13307,21.9,13.9,31.7
Griggs County,North Dakota,38039,22,12.6,35.2
Highland County,Virginia,51091,22,9.3,43.3
Rio Blanco County,Colorado,8103,22.2,11.2,44.1
Kearny County,Kansas,20093,22.2,11.3,40.2
Dunn County,North Dakota,38025,22.3,14.6,32.6
Dickens County,Texas,48125,22.5,7.8,54.7
Menard County,Texas,48327,22.6,9.1,45.4
Baylor County,Texas,48023,22.8,9.6,56.4
Osceola County,Iowa,19143,22.9,12.1,39.3
Carlisle County,Kentucky,21039,22.9,10.1,47
Phillips County,Colorado,8095,23,10,47.4
Kiowa County,Kansas,20097,23,13,39
Schleicher County,Texas,48413,23,8.2,53.5
Sherman County,Texas,48421,23,8.5,53.7
Gove County,Kansas,20063,23.1,13.5,36.6
Nelson County,North Dakota,38063,23.2,14.7,33.8
Glascock County,Georgia,13125,23.3,10.5,49.3
Chase County,Nebraska,31029,23.3,15.5,32.6
Ziebach County,South Dakota,46137,23.3,17.8,30.3
Nuckolls County,Nebraska,31129,23.4,15,35.4
Reagan County,Texas,48383,23.4,8.5,59.4
Oneida County,Idaho,16071,23.6,14.1,35.7
Sweet Grass County,Montana,30097,23.8,12,42.3
Phillips County,Montana,30071,23.9,15.3,35.7
Foard County,Texas,48155,24,10.6,41.5
Traverse County,Minnesota,27155,24.1,14.1,40.7
Brule County,South Dakota,46015,24.2,13.3,41.8
Edwards County,Kansas,20047,24.4,14.4,40.5
Trego County,Kansas,20195,24.4,13.1,41.1
Brown County,Nebraska,31017,24.4,16.4,35.9
Roger Mills County,Oklahoma,40129,24.4,11.5,48.9
Bennett County,South Dakota,46007,24.5,18.7,31.4
Ida County,Iowa,19093,24.7,13,42.6
Valley County,Nebraska,31175,24.7,16.7,34.6
Jackson County,South Dakota,46071,24.7,18.8,32.1
Granite County,Montana,30039,24.8,12.1,43.4
Martin County,Texas,48317,24.9,10.1,47.4
Stafford County,Kansas,20185,25,14.7,39.2
Lake Of The Woods County,Minnesota,27077,25,15.2,38.5
Sierra County,California,6091,25.1,10,54.5
Osborne County,Kansas,20141,25.1,13.4,40.1
Grant County,Minnesota,27051,25.1,14.5,39.1
Polk County,Nebraska,31143,25.1,15.7,37
Coke County,Texas,48081,25.1,9.2,51.4
Musselshell County,Montana,30065,25.3,14.2,43.8
Clay County,Georgia,13061,25.4,16.6,37.8
Hamilton County,Kansas,20075,25.4,12,42.9
Johnson County,Nebraska,31097,25.5,16.5,36.8
Pocahontas County,Iowa,19151,25.6,13.5,45
Knox County,Missouri,29103,25.6,13.2,44.6
Guadalupe County,New Mexico,35019,25.6,13.2,47.1
Wells County,North Dakota,38103,25.7,15.2,40.1
Crosby County,Texas,48107,25.9,12,51.4
Petersburg Census Area,Alaska,2195,26,15.2,46.1
Gray County,Kansas,20069,26.3,15.8,40.9
Big Stone County,Minnesota,27011,26.3,14.7,45.7
Carter County,Missouri,29035,26.3,11.6,50.5
Teton County,Montana,30099,26.3,15.3,41.1
Lyman County,South Dakota,46085,26.3,14.9,48.7
Hartley County,Texas,48205,26.4,11.6,65.5
Craig County,Virginia,51045,26.4,10.7,56.4
Schuyler County,Missouri,29197,26.5,13.4,49.1
Kit Carson County,Colorado,8063,26.6,13.5,46.4
Dillingham Census Area,Alaska,2070,26.9,17.2,42.1
Republic County,Kansas,20157,26.9,16.6,42.8
Boone County,Nebraska,31011,26.9,17.6,38.4
Beaver County,Oklahoma,40007,26.9,14.5,45.5
Cherry County,Nebraska,31031,27,19.5,36.1
Kinney County,Texas,48271,27.2,11.4,63.9
Kimball County,Nebraska,31105,27.3,17.3,39.8
Webster County,Nebraska,31181,27.4,18.7,37.9
Putnam County,Missouri,29171,27.7,12.7,54.3
Bath County,Virginia,51017,27.7,13.1,57.3
Baca County,Colorado,8009,27.9,15,46.7
Furnas County,Nebraska,31065,27.9,18.8,41
Harlan County,Nebraska,31083,27.9,16.4,44.7
Hemphill County,Texas,48211,27.9,10.1,61.3
Dickey County,North Dakota,38021,28,18.1,41.8
Broadwater County,Montana,30007,28.2,16.1,45.5
Clark County,South Dakota,46025,28.2,16.4,44.1
Washington County,Colorado,8121,28.3,14.3,50.5
Fisher County,Texas,48151,28.3,12.9,52.3
Jerauld County,South Dakota,46073,28.5,10.3,49.7
Fremont County,Iowa,19071,29.1,17.7,45.4
Norman County,Minnesota,27107,29.3,16.5,47.1
Custer County,Idaho,16037,29.4,17.3,46.9
Mora County,New Mexico,35033,29.5,16.1,52.8
Dewey County,Oklahoma,40043,29.6,16.4,50.2
Garfield County,Utah,49017,29.6,17.9,46.3
Elk County,Kansas,20049,29.8,19.5,44.8
Emmons County,North Dakota,38029,29.8,18.1,45.4
Marshall County,South Dakota,46091,29.8,16.2,50.9
Donley County,Texas,48129,29.9,13.7,68.6
Mason County,Texas,48319,29.9,12.9,69
Chouteau County,Montana,30015,30,19.8,46.5
Meade County,Kansas,20119,30.1,18.6,46.2
Barber County,Kansas,20007,30.2,18,47.2
Mercer County,Missouri,29129,30.4,14.5,62.9
Teton County,Wyoming,56039,30.4,19.5,47.8
Scott County,Kansas,20171,30.5,18.1,46.8
Moody County,South Dakota,46101,30.5,18.7,48.2
Lincoln County,Nevada,32017,30.6,15.7,53.1
Gregory County,South Dakota,46053,30.6,14.1,52.7
Iron County,Wisconsin,55051,30.8,17.3,49.7
Phillips County,Kansas,20147,30.9,18.3,48.1
Dixon County,Nebraska,31051,30.9,22.6,41
Baker County,Georgia,13007,31,18.2,62.4
Atchison County,Missouri,29005,31,15.7,53.9
Sanborn County,South Dakota,46111,31,16.2,54.4
Murray County,Minnesota,27101,31.1,19.4,48.5
Grant County,South Dakota,46051,31.1,17.4,53.9
Columbia County,Washington,53013,31.1,22.1,44.3
Teton County,Idaho,16081,31.2,17.4,51.1
Grant County,Kansas,20067,31.4,18.9,48.1
Bottineau County,North Dakota,38009,31.4,21,46.9
Nemaha County,Kansas,20131,31.5,20.8,45.8
Toole County,Montana,30101,31.8,17.2,52.8
Day County,South Dakota,46037,31.8,18,52.8
Stanley County,South Dakota,46117,31.9,13.5,62.3
Hall County,Texas,48191,31.9,10.3,77.6
Knox County,Texas,48275,32,13.4,65.9
Florence County,Wisconsin,55037,32,13,60.6
Corson County,South Dakota,46031,32.1,24.9,40.2
Lipscomb County,Texas,48295,32.1,10.4,72.2
Kearney County,Nebraska,31099,32.2,17.8,51.6
Gilpin County,Colorado,8047,32.3,15.7,63
Ringgold County,Iowa,19159,32.4,19,53.7
Stevens County,Kansas,20189,32.4,18.8,51.6
Reynolds County,Missouri,29179,32.5,17.8,56.3
Sheridan County,Nebraska,31161,32.5,24.4,42
Logan County,Kansas,20109,32.6,16.9,56.5
Ottawa County,Kansas,20143,32.7,20.6,47.7
Mineral County,Montana,30061,32.7,17.6,54
Johnson County,Wyoming,56019,32.7,20.8,47.8
Pershing County,Nevada,32027,32.8,15.3,64
Stanton County,Nebraska,31167,32.9,20.7,49.6
Castro County,Texas,48069,32.9,12.7,70.8
Hot Springs County,Wyoming,56017,32.9,21.6,47.3
Wahkiakum County,Washington,53069,33,23.3,45.2
Hudspeth County,Texas,48229,33.1,13.2,98.7
Delta County,Texas,48119,33.4,16.5,70.4
Audubon County,Iowa,19009,33.6,17.9,57
Kingsbury County,South Dakota,46077,33.6,19.3,52.5
Howard County,Iowa,19089,33.7,17.6,55.6
Thayer County,Nebraska,31169,33.7,22.2,48.4
Pope County,Illinois,17151,33.8,16.5,62.6
Howard County,Nebraska,31093,33.8,22.7,48.5
Jefferson County,Nebraska,31095,33.8,23.9,46.2
Elliott County,Kentucky,21063,33.9,16.3,62.6
Washington County,Kansas,20201,34,18.4,55.9
Scotland County,Missouri,29199,34,17.5,61
Costilla County,Colorado,8023,34.3,17.3,67.4
Rooks County,Kansas,20163,34.4,19,55.2
Sullivan County,Missouri,29211,34.7,18.2,62.3
Cedar County,Nebraska,31027,34.8,25.3,46.5
Storey County,Nevada,32029,34.8,18.8,58.5
Calhoun County,Arkansas,5013,34.9,20.7,61.8
Echols County,Georgia,13101,34.9,15.4,73.2
Woodson County,Kansas,20207,34.9,19.8,55.9
Crook County,Wyoming,56011,35,22.8,49.9
Bear Lake County,Idaho,16007,35.1,19.1,62.7
Decatur County,Iowa,19053,35.1,21.8,55.5
Mahnomen County,Minnesota,27087,35.1,24,48.2
Hutchinson County,South Dakota,46067,35.1,18.4,62.5
Cook County,Minnesota,27031,35.2,21.2,55.5
Mccook County,South Dakota,46087,35.2,17.3,65.2
Red Lake County,Minnesota,27125,35.3,20.1,54.8
Hamilton County,New York,36041,35.3,26,47.1
Lac Qui Parle County,Minnesota,27073,35.8,21.6,56.8
Cuming County,Nebraska,31039,35.8,24,53.1
Ohio County,Indiana,18115,35.9,16,71.6
Fulton County,Kentucky,21075,36,23.1,60.4
Van Buren County,Tennessee,47175,36.2,16.4,70.8
Upton County,Texas,48461,36.2,9,90.1
Burt County,Nebraska,31021,36.3,25.4,49.2
Hamlin County,South Dakota,46057,36.3,22.4,54.5
Aleutians East Borough,Alaska,2013,36.5,22.5,53.3
Pipestone County,Minnesota,27117,36.5,20.7,60.2
Wheeler County,Texas,48483,36.5,17.2,73
Mchenry County,North Dakota,38049,36.6,23.9,52.8
Cameron County,Pennsylvania,42023,36.6,15.4,82.6
Pierce County,Nebraska,31139,36.7,25.4,49.2
Southeast Fairbanks Census Area,Alaska,2240,36.9,25.7,52
Crockett County,Texas,48105,37.1,13.1,86.9
Yukon-Koyukuk Census Area,Alaska,2290,37.2,27.2,51.3
Grant County,Oklahoma,40053,37.2,19.2,65.3
Owsley County,Kentucky,21189,37.3,19.7,67.3
Kusilvak Census Area,Alaska,2158,37.4,20.5,70.8
Cavalier County,North Dakota,38019,37.4,23.6,56.1
Alfalfa County,Oklahoma,40003,37.4,19.4,68.4
Mills County,Texas,48333,37.6,14,91.1
Wirt County,West Virginia,54105,37.6,19.8,65.8
Adams County,Idaho,16003,37.9,22,59.5
Tyrrell County,North Carolina,37177,37.9,20.8,65.8
Spink County,South Dakota,46115,38,19.5,63.8
Grand Isle County,Vermont,50013,38,28.1,50.6
Holt County,Missouri,29087,38.1,18,65.2
Ralls County,Missouri,29173,38.1,21.1,69.1
Kittson County,Minnesota,27069,38.3,22.2,57.3
Shelby County,Missouri,29205,38.3,19.1,64.8
Tripp County,South Dakota,46123,38.3,20.8,70.1
Concho County,Texas,48095,38.4,11.8,118.8
Lewis County,Idaho,16061,38.6,23.7,56.5
Clarke County,Iowa,19039,38.6,20.4,70.8
Aleutians West Census Area,Alaska,2016,38.9,25.1,58.5
Hardin County,Illinois,17069,39.1,16.8,84
Martin County,Indiana,18101,39.1,15,86.8
Dawes County,Nebraska,31045,39.3,26.5,60.9
Dallam County,Texas,48111,39.5,13.7,98.8
Clay County,Nebraska,31035,39.7,27.1,56.7
Valley County,Idaho,16085,40,23.3,65
Norton County,Kansas,20137,40,23.5,62.4
Sublette County,Wyoming,56035,40.1,24.7,61.8
Clinch County,Georgia,13065,40.2,22,82.4
Mitchell County,Kansas,20123,40.2,24.6,58.1
Wabaunsee County,Kansas,20197,40.2,25.3,60.1
Grand County,Utah,49019,40.2,25.4,59.8
Nemaha County,Nebraska,31127,40.3,27.7,55.2
Shackelford County,Texas,48417,40.3,17.5,80.9
Morrill County,Nebraska,31123,40.4,27,60.7
Juab County,Utah,49023,40.4,24.8,60.1
Saguache County,Colorado,8109,40.8,21.6,71.1
Benton County,Indiana,18007,40.8,20.4,75
Rock County,Minnesota,27133,40.8,22.4,67
Fillmore County,Nebraska,31059,40.8,27.1,57.5
Sullivan County,Pennsylvania,42113,40.9,13.6,86.7
