State,County,CountyFIPS,Diagnosed,Obesity,PhysicalInactivity,Population_Aged_65_or_Older,Population_Below_Poverty,Population_Children_in_Poverty,Population_Enrolled_in_Free_or_Reduced_Lunch,Population_Food_Insecurity,Population_Minority,Population_No_Health_Insurance,Population_No_High_School_Diploma,Number_of_Primary_Care_Physicians,Newly_Diagnosed,Crowding,Unemployed,Severe_Housing_Cost_Burden,Overall_Household_Composition_&_Disability,Overall_Housing_Type_&_Transportation
Oklahoma,Beaver County,19117.0,775.8,1836.0,1326.8,0.5817,0.3497,15.2,56.906614786,10.1,0.6536,13.5,0.6928,84.43614372109570,55.5,0.4457,0.3299,7.9694323144,0.284,0.2184
Alaska,Haines Borough,38003.0,776.1,2412.1,1659.3,0.9035,0.1303,18.4,40.217391304,13.9,0.5934,13.4,0.0045,7.0,71.7,0.9758,0.2054,8.5005903188,0.1977,0.482
Texas,Mcmullen County,40127.0,778.4,2105.6,2105.7,0.738,0.3643,12.0,27.430555556,12.3,0.8838,17.8,0.3209,84.43614372109570,77.9,0.9911,0.9955,4.6728971963,0.9981,0.3091
Kansas,Rawlins County,29033.0,779.4,1582.4,1433.1,0.9459,0.1392,15.8,53.90625,12.3,0.3266,7.9,0.0417,84.43614372109570,69.5,0.078,0.0306,8.7160262418,0.4868,0.0621
Indiana,Perry County,29085.0,780.1,1745.3,1408.9,0.4715,0.4513,13.1,47.089041096,12.2,0.1748,4.2,0.3935,9.0,81.0,0.155,0.1035,7.160954794,0.4553,0.5205
Missouri,Warren County,54015.0,781.0,1941.3,1554.4,0.419,0.3962,12.2,47.218838814,12.5,0.2802,7.2,0.4989,6.0,72.2,0.8962,0.5344,8.2228939006,0.681,0.3181
Illinois,Grundy County,48297.0,782.0,1670.7,1602.7,0.1191,0.121,7.4,24.536399708,8.4,0.4358,3.7,0.1165,16.0,87.5,0.2203,0.4303,10.111452922,0.1423,0.0602
New Jersey,Ocean County,8099.0,782.1,2564.4,1565.9,0.8332,0.2312,18.2,35.03557427,9.0,0.476,5.6,0.2095,254.0,71.7,0.6313,0.5669,17.10415091,0.4352,0.3757
South Dakota,Brookings County,8105.0,783.0,2003.4,1576.5,0.0408,0.5401,7.7,22.651579846,9.5,0.3308,6.2,0.0242,20.0,70.4,0.1223,0.1822,10.616543665,0.0051,0.6106
Oregon,Lane County,46033.0,783.2,1930.4,1382.6,0.5215,0.7271,15.2,53.646181123,13.6,0.5323,7.0,0.2362,319.0,84.5,0.6622,0.7481,17.62445473,0.3053,0.8956
Pennsylvania,Blair County,49027.0,783.2,3011.5,1639.1,0.6679,0.486,15.2,49.359351123,13.0,0.1429,4.8,0.2744,98.0,70.1,0.155,0.4166,11.055125667,0.6202,0.6189
Nebraska,Mcpherson County,54071.0,783.3,1737.0,1562.2,0.8198,0.6494,22.7,9.0909090909,14.4,0.1429,4.6,0.4164,84.43614372109570,67.8,0.9198,0.0,2.9239766082,0.1646,0.0643
Wisconsin,Crawford County,31121.0,784.2,2239.6,1731.2,0.8055,0.3643,19.2,51.839622642,10.8,0.1506,5.8,0.2668,11.0,64.0,0.3703,0.1717,9.7090449083,0.461,0.7523
Minnesota,Mcleod County,5129.0,787.2,1302.2,1445.7,0.4817,0.1261,7.0,31.185105621,7.9,0.3044,4.7,0.1223,33.0,103.6,0.1888,0.086,8.5209560097,0.3983,0.1503
Maryland,Harford County,8051.0,787.9,1818.8,1537.1,0.242,0.0672,7.2,29.670301075,9.8,0.6154,3.4,0.1347,139.0,62.1,0.2203,0.3838,10.813388924,0.0821,0.1394
New Jersey,Cape May County,19115.0,788.0,2358.2,1989.7,0.9249,0.2551,15.6,37.646204727,11.3,0.4597,6.0,0.2499,54.0,66.5,0.2964,0.8051,17.793792981,0.1665,0.5202
Washington,Douglas County,46109.0,789.8,1893.5,1729.7,0.3451,0.3962,14.2,60.825806452,11.6,0.7526,9.5,0.7829,9.0,59.7,0.9577,0.2455,9.221213569,0.9624,0.5845
Idaho,Oneida County,29011.0,790.2,1921.0,1741.0,0.6113,0.3771,12.5,9.2367092367,10.2,0.2171,7.7,0.2668,2.0,64.0,0.809,0.4303,7.6359193647,0.7593,0.0618
Colorado,Pueblo County,13317.0,792.0,1395.8,1595.3,0.4715,0.7452,17.9,63.350065734,14.0,0.8682,6.7,0.3935,118.0,96.3,0.6049,0.8611,15.260822186,0.9048,0.7937
Ohio,Ottawa County,21171.0,792.1,2180.7,1789.3,0.8819,0.2115,10.4,40.735535254,12.6,0.2633,4.1,0.1971,17.0,78.0,0.0322,0.3634,7.949790795,0.3528,0.2662
Montana,Phillips County,51735.0,795.0,1713.9,1374.8,0.7947,0.5076,21.8,56.172839506,10.5,0.4903,16.2,0.3935,1.0,118.3,0.6049,0.7232,5.6776556777,0.5361,0.2945
Tennessee,Overton County,51115.0,795.1,1523.7,1384.3,0.6679,0.6494,22.9,60.038058991,14.5,0.0554,8.6,0.8612,12.0,48.6,0.4817,0.2455,9.881706297,0.4639,0.4218
Minnesota,Brown County,32033.0,796.7,1905.5,1757.2,0.7163,0.0748,7.7,35.722253207,7.1,0.2085,3.6,0.1522,25.0,120.8,0.078,0.0487,6.3872446057,0.2684,0.3228
Virginia,Albemarle County,5097.0,797.5,1367.4,1345.0,0.419,0.1742,7.0,29.472837611,8.6,0.6094,6.7,0.2362,157.0,72.6,0.2203,0.1124,12.514048375,0.0318,0.518
Colorado,Saguache County,37103.0,801.4,1844.7,1284.1,0.7889,0.6914,29.1,82.865731463,12.8,0.8144,13.3,0.8351,1.0,100.0,0.9351,0.7232,13.340935006,0.4056,0.5702
Missouri,Moniteau County,17035.0,802.6,1515.2,1315.7,0.242,0.3908,16.3,46.884028064,11.6,0.3588,14.9,0.6928,2.0,129.3,0.5801,0.449,6.2749572162,0.1802,0.639
Tennessee,Clay County,47101.0,805.3,2101.8,1723.4,0.8895,0.943,30.1,68.115942029,19.2,0.1585,11.2,0.8294,2.0,192.1,0.5498,0.3121,8.67754252,0.71,0.5279
Missouri,Johnson County,16087.0,807.2,2286.7,1691.4,0.064,0.5401,12.5,36.979303118,13.0,0.4479,9.2,0.1971,23.0,72.7,0.6864,0.4303,10.18651363,0.0458,0.8036
Indiana,Washington County,16085.0,807.9,1806.1,1410.8,0.3368,0.3838,18.0,50.545719137,13.2,0.0296,8.8,0.6753,8.0,40.0,0.2964,0.6032,8.2692307692,0.7775,0.2486
Virginia,Fairfax City,28069.0,809.4,2146.0,1345.4,0.1745,0.1166,6.2,30.172413793,6.0,0.8313,7.7,0.1223,3.0,106.6,0.6864,0.2455,16.325553561,0.022,0.6928
Oklahoma,Mcclain County,13099.0,811.3,1402.3,1573.2,0.2114,0.1261,13.4,39.344057863,10.0,0.5727,11.7,0.3559,19.0,106.5,0.3359,0.1717,7.9532000836,0.3372,0.0691
Pennsylvania,Sullivan County,27063.0,811.8,2429.0,1711.4,0.9583,0.4054,16.6,37.666666667,12.1,0.2372,7.7,0.3709,84.43614372109570,56.4,0.0229,0.8341,9.3889716841,0.3973,0.3779
North Dakota,Dunn County,8007.0,812.3,2167.8,1326.3,0.2983,0.1261,14.0,27.746478873,4.4,0.4947,18.8,0.3384,84.43614372109570,53.8,0.6622,0.1717,5.1052967454,0.149,0.4435
Wyoming,Sweetwater County,48063.0,813.0,1640.1,1390.9,0.0293,0.3127,8.4,34.153039571,11.3,0.568,11.3,0.2668,19.0,106.7,0.4817,0.449,8.6837473108,0.4193,0.412
North Carolina,Mcdowell County,54075.0,815.5,1743.9,1255.6,0.6428,0.6583,22.8,57.121083827,16.5,0.4136,11.5,0.7112,14.0,70.4,0.7065,0.5481,6.4879631211,0.8103,0.7539
Alabama,Cleburne County,5101.0,816.7,1889.1,1582.7,0.5718,0.7271,19.5,54.549035053,18.2,0.2518,12.3,0.915,3.0,75.5,0.1223,0.7895,7.2544642857,0.6632,0.1
Texas,Sutton County,17053.0,820.8,1905.7,1505.7,0.3763,0.0936,17.3,61.61745828,12.4,0.9389,17.8,0.9472,4.0,82.4,0.9577,0.5172,7.9749103943,0.6399,0.3117
Michigan,St. Clair County,20027.0,821.5,1752.1,1608.7,0.4616,0.3962,18.1,45.126731121,13.7,0.3044,4.9,0.3069,75.0,66.4,0.155,0.6968,10.597362296,0.4632,0.2289
Virginia,Cumberland County,2050.0,821.6,3343.6,2420.2,0.7755,0.7624,22.0,80.469341408,11.3,0.767,12.6,0.8112,4.0,78.3,0.1888,0.7347,10.338725986,0.7147,0.2034
Georgia,Fayette County,13149.0,823.1,1713.1,1357.1,0.3989,0.0226,7.2,24.525059666,7.1,0.7698,7.2,0.0417,130.0,134.4,0.1223,0.4166,10.598769719,0.1032,0.0181
Nebraska,Platte County,17129.0,823.5,1848.7,1467.1,0.3763,0.0936,7.5,47.80424265,9.9,0.5775,9.1,0.4397,26.0,133.7,0.6622,0.2188,6.9601612153,0.1847,0.3442
Maine,Franklin County,20031.0,823.5,2239.7,1536.6,0.7599,0.3245,16.2,46.018306636,11.8,0.0745,10.0,0.1522,32.0,71.1,0.155,0.5344,7.8907940736,0.212,0.3677
Montana,Lake County,20205.0,824.2,2114.8,1780.2,0.7456,0.8252,24.1,65.057736721,12.7,0.7434,14.2,0.2499,25.0,90.4,0.7622,0.6032,12.292271169,0.8625,0.4253
California,Imperial County,27089.0,824.7,2499.5,1842.9,0.0831,0.9048,24.9,77.758455109,19.1,0.9936,8.0,0.9876,45.0,61.3,0.9892,0.9869,18.693424231,0.7759,0.9869
Kansas,Phillips County,8049.0,824.8,2063.9,1680.6,0.829,0.1675,14.4,42.823529412,11.4,0.1964,5.8,0.1522,3.0,68.0,0.7434,0.0777,4.9404499338,0.7383,0.348
Michigan,Antrim County,48315.0,825.0,1541.3,1310.7,0.9414,0.3127,19.7,54.40749112,12.6,0.1324,6.1,0.2305,14.0,96.2,0.2964,0.4691,9.8766680146,0.2888,0.0739
South Dakota,Spink County,19075.0,826.1,2975.0,1928.3,0.7036,0.1551,15.0,26.923076923,9.2,0.1964,6.3,0.2668,2.0,77.6,0.2604,0.0573,6.9890288501,0.6148,0.2767
South Carolina,Charleston County,21169.0,828.1,1941.9,2024.5,0.242,0.4936,15.0,55.468407927,9.2,0.7558,10.7,0.2305,514.0,67.5,0.3359,0.3121,16.30658469,0.0385,0.7122
Minnesota,Carlton County,1011.0,829.0,1480.2,1370.3,0.3566,0.3127,8.9,31.428571429,9.5,0.3964,4.1,0.0659,27.0,125.9,0.4817,0.2745,8.4813796179,0.3047,0.6641
Iowa,Muscatine County,51750.0,829.1,2892.1,1864.9,0.2748,0.2057,12.5,47.604284104,7.3,0.603,3.8,0.5183,20.0,93.4,0.4817,0.071,8.6767626614,0.4798,0.3642
Michigan,Lenawee County,27033.0,831.7,2231.4,1752.5,0.4715,0.3245,12.2,50.406720896,12.1,0.4295,5.7,0.2853,22.0,77.1,0.2203,0.4303,9.6636990463,0.5473,0.4206
Nebraska,Wayne County,46121.0,833.1,2137.6,1319.9,0.2209,0.4583,8.4,45.412844037,10.9,0.3391,3.6,0.0169,5.0,67.4,0.2964,0.0433,14.574353448,0.0108,0.3645
Texas,Randall County,29093.0,833.2,1481.7,1649.7,0.1687,0.1166,11.6,42.455462546,12.1,0.6616,9.5,0.2044,87.0,117.9,0.5498,0.1611,10.663294444,0.1732,0.39
Ohio,Warren County,53043.0,833.7,2442.0,1634.2,0.1334,0.0067,5.6,15.567723997,8.5,0.4333,3.7,0.0942,220.0,54.8,0.043,0.1946,8.0128940347,0.0866,0.1331
Missouri,Newton County,40149.0,834.8,1965.0,1693.5,0.4422,0.4344,17.6,58.719017328,13.4,0.4422,12.6,0.5661,84.43614372109570,90.1,0.5801,0.2455,8.6504704395,0.4107,0.4422
Indiana,Boone County,29111.0,836.6,2023.3,1670.3,0.0869,0.0182,4.6,19.03889066,8.6,0.3095,4.5,0.0898,146.0,84.2,0.2604,0.0777,8.2064231042,0.1429,0.1242
Arkansas,Marion County,19141.0,836.8,2640.5,2427.1,0.9628,0.808,27.6,86.494392979,18.2,0.1678,5.7,0.5552,3.0,85.6,0.3703,0.8232,11.415594247,0.603,0.311
Nebraska,Holt County,17061.0,839.6,1969.9,1466.7,0.7755,0.0997,13.7,49.6751329,11.2,0.2015,6.0,0.1442,9.0,198.3,0.1223,0.0159,8.386487125,0.4104,0.1086
South Dakota,Hand County,22123.0,839.6,1981.4,1503.0,0.8895,0.1303,11.3,17.607223476,9.6,0.0102,4.6,0.0834,1.0,130.7,0.0229,0.0089,9.3406593407,0.3002,0.1665
California,San Bernardino County,5077.0,839.7,2073.6,1846.8,0.0331,0.6707,19.7,72.119806504,9.6,0.9685,8.4,0.8637,1282.0,78.7,0.9834,0.885,18.488254301,0.4728,0.8141
Pennsylvania,Lycoming County,56031.0,842.8,1737.3,1382.9,0.5441,0.4583,19.3,47.259180415,12.1,0.3266,5.4,0.3626,85.0,59.6,0.078,0.449,12.396895787,0.4113,0.6708
Vermont,Orleans County,48379.0,843.9,1772.8,1386.4,0.8055,0.443,15.9,54.543153632,12.4,0.1047,3.5,0.5183,19.0,124.1,0.2964,0.3299,16.06411398,0.7259,0.5263
Missouri,Barry County,40069.0,845.5,1932.4,1609.4,0.6788,0.8217,23.3,64.153201676,16.2,0.446,14.3,0.7692,23.0,62.7,0.9124,0.3634,10.03805175,0.7778,0.3384
New Mexico,Valencia County,21233.0,845.6,2675.9,2088.9,0.3451,0.7685,20.4,79.566074951,12.6,0.9564,8.2,0.7424,25.0,56.2,0.7622,0.8611,11.003883724,0.8749,0.5492
North Carolina,Haywood County,37005.0,847.8,1863.9,1497.1,0.8933,0.4344,20.8,57.339067703,14.9,0.2372,9.9,0.4852,46.0,45.6,0.3703,0.3634,12.81801914,0.5441,0.1872
California,Stanislaus County,56009.0,850.1,3079.6,2245.3,0.0869,0.5889,17.1,67.236229266,11.8,0.9156,5.7,0.8949,366.0,94.2,0.9602,0.9487,17.552799354,0.6428,0.6043
Pennsylvania,Allegheny County,48403.0,851.5,1546.1,1382.7,0.5021,0.3194,13.0,47.108103874,10.4,0.5807,3.8,0.0579,1371.0,154.0,0.1223,0.4691,12.25568309,0.0742,0.6074
Texas,Duval County,48165.0,852.7,2379.4,1932.7,0.4715,0.9277,32.1,79.765949415,17.2,0.9959,22.0,0.9927,84.43614372109570,107.3,0.9713,0.9516,6.5438373571,0.999,0.8978
Montana,Wheatland County,48343.0,852.7,1686.6,1450.2,0.7249,0.6643,24.9,67.482517483,10.3,0.2015,13.3,0.8542,84.43614372109570,99.2,0.865,0.1717,15.796897038,0.5887,0.3359
Washington,Kitsap County,5011.0,853.5,1664.9,1656.3,0.3763,0.1675,9.9,36.057939624,10.4,0.6068,4.7,0.0548,185.0,70.1,0.4817,0.449,12.771597679,0.2104,0.6507
New Mexico,Mora County,20013.0,853.6,2456.4,1916.3,0.9249,0.7592,26.1,100.0,15.6,0.9869,5.0,0.2232,84.43614372109570,62.0,0.809,0.779,6.8045977011,0.5794,0.4785
New York,Ulster County,17087.0,854.0,1722.6,1487.6,0.5521,0.4344,13.6,44.501718213,11.0,0.5696,5.4,0.3069,120.0,181.7,0.4457,0.6207,18.074807644,0.1372,0.8023
Nebraska,Sheridan County,6051.0,854.6,2133.4,1619.7,0.9233,0.7045,20.6,68.098159509,15.4,0.54,12.4,0.3114,2.0,84.8,0.7953,0.071,8.8345864662,0.8571,0.7736
Iowa,Black Hawk County,22065.0,854.6,1930.3,1854.0,0.2502,0.5831,14.0,50.748048569,9.9,0.5422,5.0,0.2413,124.0,114.4,0.2964,0.3299,12.493044496,0.1656,0.6663
Iowa,Delaware County,19129.0,854.9,3193.3,2120.6,0.5718,0.1048,9.8,36.538461538,7.2,0.0296,3.0,0.2413,9.0,66.8,0.3703,0.0646,9.6984999257,0.2404,0.0996
Iowa,Story County,48003.0,854.9,2333.5,1870.4,0.0423,0.8366,7.2,25.137351027,8.5,0.4947,4.5,0.0038,64.0,117.5,0.1888,0.2924,18.423113271,0.0006,0.6823
Colorado,Washington County,48371.0,855.0,2170.4,1737.9,0.6428,0.2312,17.6,54.257641921,10.5,0.4155,4.7,0.1614,3.0,62.0,0.5801,0.0949,12.519809826,0.425,0.3719
South Carolina,Pickens County,21053.0,855.1,2160.0,2211.8,0.2811,0.6815,14.5,65.544756419,11.2,0.4511,9.7,0.6616,75.0,88.1,0.4056,0.5481,13.916043703,0.0853,0.9175
Michigan,Benzie County,48255.0,856.1,2221.9,1745.4,0.9166,0.1551,12.7,58.924349882,11.8,0.1964,5.3,0.0942,10.0,132.9,0.2604,0.5172,10.679323643,0.3184,0.0767
Missouri,Texas County,31041.0,856.2,2876.4,2076.1,0.695,0.9061,28.7,66.666666667,19.9,0.3044,16.1,0.7275,11.0,69.1,0.4457,0.901,13.120333773,0.8975,0.6797
Minnesota,Watonwan County,51685.0,857.6,2309.9,1758.4,0.6234,0.3573,12.5,54.569892473,8.9,0.6587,11.7,0.7275,5.0,142.5,0.6313,0.086,9.5896834701,0.7393,0.2808
Iowa,Sioux County,20117.0,857.9,2505.1,1679.8,0.205,0.0443,6.2,41.472071735,5.3,0.4206,4.2,0.2853,29.0,68.5,0.7065,0.086,7.0143437526,0.0901,0.4922
North Dakota,Wells County,20107.0,858.8,2368.7,1920.3,0.9554,0.0398,13.6,32.422586521,6.2,0.0102,3.5,0.6574,4.0,72.2,0.0981,0.0949,5.8662280702,0.3932,0.0879
Oklahoma,Johnston County,40103.0,862.3,2223.7,1793.8,0.5635,0.792,23.4,75.080385852,18.0,0.6966,16.7,0.7071,3.0,111.5,0.7803,0.7481,7.6535750252,0.9707,0.5342
North Carolina,Wake County,17123.0,864.6,1812.7,1566.2,0.0331,0.1742,8.3,31.856471106,10.1,0.7982,8.4,0.1442,970.0,98.5,0.5801,0.2924,10.500866461,0.1359,0.4384
Iowa,Audubon County,48313.0,866.4,2175.0,1672.9,0.9035,0.201,14.7,43.243243243,9.1,0.0274,5.2,0.3626,4.0,94.4,0.0567,0.0777,8.0384615385,0.2063,0.0159
Connecticut,New London County,16021.0,868.2,2014.1,1942.5,0.4091,0.201,10.9,44.008314661,11.7,0.6237,4.0,0.2044,171.0,85.6,0.2604,0.6207,12.610845681,0.1996,0.5396
Pennsylvania,Clarion County,48353.0,868.6,1975.0,1576.2,0.5635,0.5962,15.2,44.065757819,13.3,0.0611,7.5,0.3792,16.0,109.2,0.155,0.6831,11.000719001,0.1977,0.774
Indiana,Rush County,27165.0,869.5,2338.6,1851.4,0.4422,0.6583,13.1,53.563424473,13.8,0.0745,9.8,0.6753,6.0,60.0,0.078,0.4166,8.601983881,0.3744,0.0799
Oklahoma,Garfield County,37043.0,870.2,1820.2,2003.4,0.2665,0.4936,17.3,64.145829691,13.5,0.6326,14.7,0.4756,28.0,74.9,0.5801,0.4303,9.2563081009,0.731,0.3922
Iowa,Humboldt County,5105.0,871.6,2349.5,2054.1,0.7249,0.2943,11.3,38.629472408,10.3,0.2015,3.8,0.1831,1.0,97.7,0.0567,0.2054,6.3862138875,0.4072,0.0825
North Carolina,Watauga County,38099.0,872.2,2664.4,1999.2,0.2273,0.9497,12.9,31.244743482,15.2,0.2802,9.1,0.3868,49.0,55.8,0.3703,0.779,20.420303281,0.0048,0.822
Montana,Richland County,29081.0,874.5,1928.6,1694.0,0.1614,0.0182,9.5,25.482021886,7.4,0.3703,9.8,0.1748,5.0,65.5,0.7803,0.071,11.894484412,0.2124,0.5167
Kansas,Seward County,51159.0,876.5,2119.8,1961.4,0.0175,0.6338,15.0,81.70894526,9.3,0.9637,19.1,0.9898,8.0,64.8,0.9637,0.4691,10.694345025,0.4884,0.8771
Oregon,Washington County,19069.0,880.8,2917.5,1573.2,0.0869,0.1634,7.2,37.305968389,8.4,0.7313,5.9,0.2232,543.0,77.9,0.8348,0.4166,13.285178168,0.0802,0.5657
Oklahoma,Beckham County,29149.0,883.5,1624.8,1634.5,0.1079,0.4583,22.1,58.954119388,14.2,0.6291,13.8,0.5495,14.0,88.6,0.7249,0.2745,9.6751707793,0.4632,0.9468
Nebraska,Madison County,30023.0,886.2,1838.9,1983.7,0.2359,0.5675,11.5,49.231026413,12.5,0.5638,8.8,0.3384,20.0,83.6,0.6313,0.1245,11.176427364,0.2993,0.6848
Pennsylvania,Indiana County,40107.0,886.9,1971.1,1640.4,0.5113,0.6395,17.7,44.245582238,12.5,0.1904,7.6,0.3709,43.0,94.5,0.3703,0.7726,11.872568994,0.0704,0.9198
Wisconsin,Taylor County,21087.0,888.2,2353.3,1833.9,0.5113,0.1854,13.5,35.557240334,9.2,0.0656,7.8,0.4473,6.0,89.6,0.4056,0.2054,10.80752884,0.4018,0.2063
Texas,Lubbock County,16035.0,890.4,2146.3,1503.5,0.064,0.7417,18.4,59.412400587,15.5,0.8561,13.0,0.6129,259.0,77.9,0.7953,0.2745,17.068559606,0.4581,0.8555
Indiana,St. Joseph County,51690.0,893.7,1791.7,1529.1,0.2209,0.5602,16.0,53.347032324,12.9,0.6549,8.2,0.4629,256.0,139.3,0.4056,0.4691,11.624126959,0.4715,0.7157
Missouri,Montgomery County,29039.0,894.1,1994.2,1613.0,0.695,0.6583,16.7,53.909205549,14.9,0.1678,9.2,0.6928,2.0,78.3,0.6864,0.2455,9.2307692308,0.9347,0.3973
Kentucky,Garrard County,54085.0,896.7,2640.7,1536.0,0.432,0.6338,18.3,61.247637051,13.3,0.1748,6.7,0.851,4.0,72.1,0.7434,0.5854,10.074912093,0.8169,0.148
Maryland,Kent County,51183.0,897.6,2810.0,1877.6,0.9351,0.3309,17.2,52.398331595,12.9,0.5934,5.2,0.4925,14.0,86.5,0.0229,0.3121,13.870189254,0.3028,0.6396
Illinois,Mchenry County,19119.0,900.1,2278.3,1669.4,0.128,0.0522,7.3,27.277909739,6.7,0.5422,5.2,0.1347,149.0,59.7,0.3359,0.3121,10.224293881,0.0786,0.0408
Minnesota,Yellow Medicine County,48031.0,902.3,1633.0,1544.2,0.6679,0.4054,11.8,41.252699784,9.4,0.3512,4.2,0.2413,7.0,132.8,0.3703,0.1245,7.5466935891,0.7743,0.3464
Colorado,Conejos County,18155.0,903.2,2468.7,1847.8,0.4893,0.8627,22.4,59.808917197,13.3,0.9077,10.5,0.5715,3.0,137.4,0.8551,0.9637,11.304931231,0.9405,0.5903
Michigan,Bay County,21123.0,904.3,3167.9,2716.1,0.5995,0.5831,16.4,53.456561922,14.3,0.3391,5.1,0.3792,40.0,76.8,0.0981,0.7232,10.658732165,0.6663,0.3241
Illinois,Kane County,40061.0,906.6,2355.4,2040.0,0.0869,0.1854,8.9,42.433598974,7.0,0.8252,8.3,0.6988,217.0,66.3,0.8551,0.5006,12.607729749,0.2286,0.2958
North Carolina,Guilford County,39163.0,907.4,3436.1,2749.1,0.1786,0.5739,19.3,65.234554905,13.1,0.8755,9.5,0.4164,419.0,105.4,0.6049,0.5854,13.20839595,0.2474,0.7619
Michigan,Otsego County,28103.0,908.4,2474.3,1689.7,0.7036,0.5127,14.3,52.483443709,14.1,0.1585,6.7,0.1907,20.0,82.0,0.6049,0.5172,11.420982736,0.7816,0.4508
Missouri,Knox County,56015.0,908.8,3089.1,2939.5,0.7829,0.7545,29.6,59.866962306,15.6,0.0497,20.8,0.4925,84.43614372109570,70.8,0.1888,0.6968,8.4410646388,0.9892,0.2235
Wyoming,Uinta County,48077.0,909.1,2275.5,1936.4,0.0675,0.343,9.7,27.268507774,12.6,0.4136,11.2,0.1347,9.0,129.9,0.7249,0.6032,5.5942219304,0.4486,0.6657
Tennessee,Blount County,29017.0,909.9,2682.9,1928.3,0.6428,0.2943,12.8,39.578856897,11.7,0.3044,8.7,0.4164,92.0,81.9,0.3359,0.4303,9.0083376969,0.2178,0.3142
Alabama,Morgan County,29063.0,912.4,2981.5,2424.8,0.3566,0.536,20.1,52.495369675,15.0,0.6224,9.6,0.7313,61.0,86.5,0.6313,0.449,9.9789511803,0.6702,0.5775
Missouri,Polk County,48239.0,912.8,2010.4,1613.6,0.4616,0.4799,21.2,61.280310378,15.0,0.1964,13.3,0.5224,23.0,147.8,0.7434,0.3981,12.11613131,0.7854,0.823
Missouri,Pulaski County,5041.0,912.9,2296.7,2168.2,0.0051,0.4723,14.3,48.452907174,15.8,0.6985,10.6,0.2362,17.0,95.8,0.4457,0.885,11.68230748,0.3066,0.7323
Pennsylvania,Mckean County,5061.0,914.9,2624.1,2098.9,0.5441,0.6395,20.0,71.387624347,13.7,0.2114,3.9,0.2607,23.0,97.2,0.1223,0.7092,8.9822550155,0.6781,0.703
Texas,Midland County,18131.0,915.2,2365.3,1649.0,0.022,0.1303,13.1,43.829389387,10.6,0.8962,16.6,0.7112,64.0,126.1,0.9513,0.1611,10.899442823,0.3292,0.5559
Texas,Guadalupe County,31013.0,916.1,2524.7,1821.2,0.1238,0.1551,10.7,42.122515156,11.0,0.8762,11.7,0.4473,50.0,73.2,0.7803,0.2334,8.2885337654,0.4756,0.3989
Illinois,Lake County,47161.0,918.3,1954.0,1406.8,0.1121,0.0936,8.3,32.467009977,7.0,0.7791,6.8,0.2964,791.0,65.9,0.6313,0.5172,12.974595198,0.1363,0.5365
California,Amador County,21197.0,920.4,2022.2,1517.6,0.9449,0.1675,13.0,40.04318618,10.7,0.5817,4.7,0.3209,24.0,104.1,0.7249,0.8729,16.133942161,0.3754,0.751
Arizona,Cochise County,26119.0,925.6,1793.2,1397.8,0.7599,0.6643,20.7,54.017190797,14.2,0.8472,7.8,0.539,75.0,88.7,0.5498,0.7583,10.704225352,0.8017,0.936
Missouri,Jefferson County,19037.0,929.5,2497.4,1968.5,0.1541,0.2057,10.6,35.959767756,11.2,0.1544,8.1,0.433,55.0,72.3,0.3703,0.5344,8.3987951807,0.3547,0.1547
Pennsylvania,Delaware County,17189.0,930.3,2320.5,1801.7,0.2665,0.1854,11.4,52.870255593,8.5,0.7186,4.8,0.1347,594.0,137.4,0.3359,0.5854,14.972759539,0.2165,0.7272
New York,Delaware County,17139.0,931.7,1859.5,1781.6,0.8711,0.5962,18.7,45.505617978,13.6,0.2668,5.1,0.4756,14.0,113.4,0.7065,0.4303,12.32365373,0.4954,0.8991
Missouri,Dallas County,51081.0,932.9,1784.1,1691.0,0.6788,0.5127,35.5,58.539325843,15.9,0.1366,15.7,0.7765,1.0,149.6,0.7622,0.4303,8.7904713974,0.9799,0.5444
Ohio,Noble County,19165.0,937.0,2331.4,1707.2,0.9379,0.5401,16.0,45.081472541,15.8,0.2633,6.2,0.6517,2.0,71.9,0.0567,0.3838,5.1524710831,0.4139,0.5072
Alaska,Southeast Fairbanks Census Area,51830.0,937.2,1949.9,1734.3,0.099,0.2369,15.2,46.232876712,14.5,0.6422,17.1,0.3308,5.0,61.2,0.9847,0.9411,6.6348448687,0.3512,0.7259
Washington,Snohomish County,5049.0,937.3,2271.5,2325.3,0.0914,0.0838,8.0,35.351629503,8.4,0.6899,6.1,0.1831,425.0,69.6,0.7803,0.3487,12.976104617,0.0799,0.5527
California,Shasta County,48163.0,938.0,2557.0,1940.3,0.6788,0.6583,18.3,55.23456235,14.5,0.5606,6.5,0.2853,132.0,348.8,0.809,0.6207,18.783586089,0.7533,0.815
Tennessee,Cannon County,21061.0,940.7,3178.1,2213.2,0.5215,0.5739,18.3,54.720711814,14.0,0.1748,9.8,0.6988,1.0,94.6,0.6313,0.3981,10.645591316,0.3894,0.3585
Arkansas,Yell County,20115.0,940.8,3043.6,2348.4,0.3897,0.6032,21.6,77.767198286,16.3,0.6291,7.9,0.8437,11.0,60.7,0.9414,0.5172,7.1230982019,0.9742,0.5521
Vermont,Rutland County,21219.0,943.8,2982.8,2323.7,0.738,0.2312,12.6,41.110667199,10.7,0.0984,4.6,0.1748,45.0,79.2,0.9236,0.2188,14.671565263,0.1668,0.9443
